url	md5	Data collection	Data type	Analysis group	Sample	Population	Data reuse policy
ftp.sra.ebi.ac.uk/vol1/fastq/ERR498/008/ERR4982328/ERR4982328.fastq.gz	c62e39bc13db326fe9e0cb1821da9e5e	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic			https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/061/ERR13491761/ERR13491761.fastq.gz	e09d45171df5e682c52de03031ebe113	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00514	Han Chinese South	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/017/ERR13110517/ERR13110517.fastq.gz	aa87e78062c03b79d9c13e0bad11237d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00514	Han Chinese South	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/024/ERR13110524/ERR13110524.fastq.gz	4319b980d4db7404e937a4f6f6642712	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00731	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR115/071/ERR11586171/ERR11586171.fastq.gz	642ce60890c8b5c333dd1829dd8e5105	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00731	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR115/065/ERR11586165/ERR11586165.fastq.gz	8601c029350bf7457eb8a5e4794670a0	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00731	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/031/ERR13110531/ERR13110531.fastq.gz	fb9fb1bcf3736a82fcb80414942eda2b	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00732	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/064/ERR13491764/ERR13491764.fastq.gz	47539fa82edf33ab35090c456b644eca	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00732	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/037/ERR13110537/ERR13110537.fastq.gz	2ae60f3cd3608c01f99e700be1a54994	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00733	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/044/ERR13110544/ERR13110544.fastq.gz	b98c8d378d54bffaf89999e72758b23d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00733	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/086/ERR12954386/ERR12954386.fastq.gz	a27c3261ac71ca25ce8941769963a71b	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00733	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/069/ERR13491769/ERR13491769.fastq.gz	15172d1c20ad390629e8144b4cefc7c6	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00733	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/074/ERR13491774/ERR13491774.fastq.gz	708f01ea59e1995de3e501e600784c7d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00733	Puerto Rican in Puerto Rico	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/050/ERR13110550/ERR13110550.fastq.gz	eb638649fee4c7e5c66a065194c16385	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00864	Chinese Dai in Xishuangbanna, China	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/055/ERR13110555/ERR13110555.fastq.gz	19095d3c1de17175964464161a6b60ae	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00864	Chinese Dai in Xishuangbanna, China	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/057/ERR13110557/ERR13110557.fastq.gz	6dc9f5469ed46440c79b1f7f45059c48	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG00864	Chinese Dai in Xishuangbanna, China	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/080/ERR13491780/ERR13491780.fastq.gz	53422fc11fb36b1cf2a3ea174f9902ff	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01114	Colombian in Medellin, Colombia	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/087/ERR13491787/ERR13491787.fastq.gz	cd211a82fd0bb908704417105b5c56fe	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01114	Colombian in Medellin, Colombia	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/092/ERR13491792/ERR13491792.fastq.gz	86cc0136e74a7902cba84ea1d822ab60	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01352	Colombian in Medellin, Colombia	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/093/ERR13491793/ERR13491793.fastq.gz	6f7a99df209391b119492f98eeaed9b2	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01352	Colombian in Medellin, Colombia	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/098/ERR13491798/ERR13491798.fastq.gz	19c42a2f53900255b366cd4d1c00c164	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01352	Colombian in Medellin, Colombia	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/096/ERR10968796/ERR10968796.fastq.gz	5f216eeb6a8d5baebf8c92a30fee1d7b	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01457	Colombian in Medellin, Colombia	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/094/ERR10968794/ERR10968794.fastq.gz	16c5de119ae5277cd46d5b81b9452709	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01457	Colombian in Medellin, Colombia	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/038/ERR11028138/ERR11028138.fastq.gz	6750f281c6c42fd170e7ece945f00836	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01505	Iberian populations in Spain	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/065/ERR13110565/ERR13110565.fastq.gz	0207da74423704eb0aee13ad95333cd0	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01573	Peruvian in Lima, Peru	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR13491806/ERR13491806.fastq.gz	2b8bce639e3ff6664a70c3c8007f8899	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01573	Peruvian in Lima, Peru	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/011/ERR13491811/ERR13491811.fastq.gz	dd853ac65c04be055e3f9271a6ba715f	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01573	Peruvian in Lima, Peru	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/030/ERR11028130/ERR11028130.fastq.gz	29f5f3c4af8c8f1d2482ec3293ea94d9	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01596	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10966455/ERR10966455.fastq.gz	d63186bad39c55d2a3faf03c4e6dcf0d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01890	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10966451/ERR10966451.fastq.gz	1ffdc2bf5573c8f09da6d12347dfbbc5	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG01890	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/078/ERR10966478/ERR10966478.fastq.gz	d7a43b932ae871f2974ed1a23e69a04d	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02011	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/017/ERR13491817/ERR13491817.fastq.gz	f90ebe5e16c383c9b2cde0f67211c5ae	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02018	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/023/ERR13491823/ERR13491823.fastq.gz	f8e8bb6af21b465813e85320efb77012	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02018	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/025/ERR13491825/ERR13491825.fastq.gz	c90411b0b3a3c0b58eb68fda39892efd	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02059	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/030/ERR13491830/ERR13491830.fastq.gz	ec231c90bba659d2628644df29de4bbc	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02059	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/037/ERR13491837/ERR13491837.fastq.gz	139155dc5754d1dbaa684f613a4d6d80	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02059	Kinh in Ho Chi Minh City, Vietnam	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/030/ERR12953030/ERR12953030.fastq.gz	d4070fad1d891daa351680d32b750754	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02106	Peruvian in Lima, Peru	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/019/ERR12954419/ERR12954419.fastq.gz	5c134e6c69cc85f0e717d470536961e2	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02282	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/033/ERR12954433/ERR12954433.fastq.gz	beec9e40b3bd87aa01398d2e5a78fc8c	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02282	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/020/ERR11028120/ERR11028120.fastq.gz	3e1f25c1271782e2eb5778914341283f	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02492	Punjabi in Lahore, Pakistan	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/034/SRR25038234/SRR25038234_1.fastq.gz		Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic			https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/046/ERR13491846/ERR13491846.fastq.gz	af308190bb6cc5d43a20dae80bb15623	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02554	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/048/ERR13491848/ERR13491848.fastq.gz	e9779a27520ddbd57e8869efc4fddde2	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02554	African Caribbean in Barbados	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR131/067/ERR13110567/ERR13110567.fastq.gz	c336c74e1e0952f44a1ee78245ab7037	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02587	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/055/ERR13491855/ERR13491855.fastq.gz	44f35f1eafb5b974e7ea724fe86d8bc0	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02587	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/061/ERR13491861/ERR13491861.fastq.gz	14107b8a22ca249e5e9d9477d4d707de	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02587	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10966471/ERR10966471.fastq.gz	f1aa7fda073549f62a4c79db17d45ea3	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02666	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/064/ERR13491864/ERR13491864.fastq.gz	b14331e0ea4c18a053cec2019c094bf1	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/066/ERR13491866/ERR13491866.fastq.gz	473bc49cc7c21bddfb4158d816ed82d5	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/072/ERR13491872/ERR13491872.fastq.gz	188b9982c76ebb21b3faca1b5740cc47	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/080/ERR13491880/ERR13491880.fastq.gz	1ee627eee6fc51714db2822ebec11a43	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/085/ERR13491885/ERR13491885.fastq.gz	0f04aff4f40c010c07981c3103e21c81	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/087/ERR13491887/ERR13491887.fastq.gz	257f3c952d82b6c9db5eca752da07f30	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/092/ERR13491892/ERR13491892.fastq.gz	9e7739acaf21f2ae3691ca597208cba2	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02769	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/095/ERR13491895/ERR13491895.fastq.gz	330ae59edb71c09bdacbdedcd0d0d733	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02818	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10966428/ERR10966428.fastq.gz	745a9a1af9ad60bc3513cf082e1adfa3	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02953	Esan in Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/099/ERR13491899/ERR13491899.fastq.gz	1d7676e0de3ba0033546d5d94f8f0e72	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02953	Esan in Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR13491904/ERR13491904.fastq.gz	41507f9d2dbf991719e241581f26ddb5	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG02953	Esan in Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/016/ERR11028116/ERR11028116.fastq.gz	ccde9e7d530b4464a9ad3e92a90e87e2	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03009	Bengali in Bangladesh	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/088/ERR10966388/ERR10966388.fastq.gz	4c4a7f4f100d3f26ac7454c5596f4650	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03065	Mende in Sierra Leone	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/078/ERR10966378/ERR10966378.fastq.gz	55483803f7c9fe11034157ab8dd101d9	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03248	Gambian in Western Division, The Gambia - Mandinka	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/032/ERR10966432/ERR10966432.fastq.gz	e81ba0dcae6207fce2b70efc09fcdfa1	Human Genome Structural Variation Consortium, Phase 3	sequence	PacBio SMRT genomic	HG03371	Esan in Nigeria	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3/README_HGSVC3_datareuse_statement.md
