sample	hap	IGK	TCRG	TCRB	TCRAD	IGH	IGL
HG02818	hap2	0.264594476193992	0.903857740841995	0.877156818026279	0.0803581189015305	0.94747382825216	0.495103469420868
HG02818	hap1	0.490366363907725	0.903857740841995	0.0376939312518627	0.346417812609958	0.197274943573327	0.708706747044953
HG04036	hap1	0.607375815528078	0.0621075387391652	0.336151814155422	0.0803581189015305	0.635710732662755	0.708706747044953
HG04036	hap2	0.196530076554013	0.903857740841995	0.336151814155422	0.346417812609958	0.247029162500494	0.708706747044953
HG00733	hap1	0.490366363907725	0.903857740841995	0.877156818026279	0.346417812609958	0.635710732662755	0.708706747044953
HG00733	hap2	0.929915090835676	0.104386871556386	0.877156818026279	0.0803581189015305	0.94747382825216	0.495103469420868
NA19317	hap1	0.607375815528078	0.903857740841995	0.877156818026279	0.686561432994454	0.197274943573327	0.495103469420868
NA19317	hap2	0.0583212585611183	0.104386871556386	0.877156818026279	0.346417812609958	0.732391875120309	0.152888913935857
HG00864	hap1	0.264594476193992	0.0621075387391652	0.877156818026279	0.686561432994454	0.453392937675049	0.495103469420868
HG00864	hap2	0.929915090835676	0.0621075387391652	0.336151814155422	0.686561432994454	0.635710732662755	0.0822069229125697
HG00513	hap1	0.0859112175753565	0.903857740841995	0.0376939312518627	0.346417812609958	0.247029162500494	0.708706747044953
HG00513	hap2	0.607375815528078	0.903857740841995	0.0376939312518627	0.346417812609958	0.732391875120309	0.495103469420868
NA12329	hap2	0.929915090835676	0.903857740841995	0.877156818026279	0.0803581189015305	0.732391875120309	0.495103469420868
NA12329	hap1	0.929915090835676	0.903857740841995	0.877156818026279	0.0803581189015305	0.732391875120309	0.495103469420868
NA19983	hap1	0.0583212585611183	0.903857740841995	0.203748061505978	0.686561432994454	0.0484676126401047	0.708706747044953
NA19983	hap2	0.929915090835676	0.104386871556386	0.203748061505978	0.346417812609958	0.0896627762984529	0.495103469420868
HG02492	hap2	0.196530076554013	0.903857740841995	0.0376939312518627	0.686561432994454	0.247029162500494	0.495103469420868
HG02492	hap1	0.929915090835676	0.0621075387391652	0.203748061505978	0.686561432994454	0.453392937675049	0.495103469420868
NA19331	hap2	0.264594476193992	0.903857740841995	0.203748061505978	0.346417812609958	0.732391875120309	0.0822069229125697
NA19331	hap1	0.490366363907725	0.903857740841995	0.203748061505978	0.346417812609958	0.635710732662755	0.495103469420868
HG03452	hap1	0.264594476193992	0.903857740841995	0.203748061505978	0.0222164706764312	0.94747382825216	0.0822069229125697
HG03452	hap2	0.264594476193992	0.903857740841995	0.203748061505978	0.346417812609958	0.732391875120309	0.495103469420868
HG03371	hap1	0.607375815528078	0.903857740841995	0.203748061505978	0.686561432994454	0.732391875120309	0.495103469420868
HG03371	hap2	0.490366363907725	0.104386871556386	0.877156818026279	0.346417812609958	0.197274943573327	0.495103469420868
NA19434	hap1	0.929915090835676	0.903857740841995	0.877156818026279	0.346417812609958	0.0352909414178345	0.000398587968155366
NA19434	hap2	0.0859112175753565	0.0621075387391652	0.877156818026279	0.0803581189015305	0.197274943573327	0.000398587968155366
HG03732	hap1	0.0859112175753565	0.104386871556386	0.336151814155422	0.686561432994454	0.635710732662755	0.495103469420868
HG03732	hap2	0.490366363907725	0.903857740841995	0.336151814155422	0.0803581189015305	0.94747382825216	0.495103469420868
HG01114	hap1	0.607375815528078	0.903857740841995	0.203748061505978	0.686561432994454	0.453392937675049	0.708706747044953
HG01114	hap2	0.929915090835676	0.0621075387391652	0.203748061505978	0.686561432994454	0.247029162500494	0.152888913935857
HG02011	hap2	0.490366363907725	0.903857740841995	0.877156818026279	0.686561432994454	0.0484676126401047	0.152888913935857
HG02011	hap1	0.929915090835676	0.903857740841995	0.877156818026279	0.346417812609958	0.0896627762984529	0.708706747044953
NA20847	hap2	0.929915090835676	0.104386871556386	0.877156818026279	0.0803581189015305	0.247029162500494	0.708706747044953
NA20847	hap1	0.490366363907725	0.903857740841995	0.877156818026279	0.686561432994454	0.247029162500494	0.495103469420868
HG02666	hap2	0.264594476193992	0.104386871556386	0.203748061505978	0.346417812609958	0.635710732662755	0.495103469420868
HG02666	hap1	0.490366363907725	0.903857740841995	0.203748061505978	0.346417812609958	0.0896627762984529	0.708706747044953
HG03065	hap2	0.607375815528078	0.903857740841995	0.203748061505978	0.346417812609958	0.94747382825216	0.708706747044953
HG03065	hap1	0.490366363907725	0.104386871556386	0.203748061505978	0.0803581189015305	0.378031383778757	0.0822069229125697
HG01352	hap2	0.264594476193992	0.903857740841995	0.877156818026279	0.686561432994454	0.732391875120309	0.708706747044953
HG01352	hap1	0.264594476193992	0.903857740841995	0.0376939312518627	0.346417812609958	0.94747382825216	0.708706747044953
HG00358	hap2	0.264594476193992	0.0621075387391652	0.877156818026279	0.346417812609958	0.0484676126401047	0.708706747044953
HG00358	hap1	0.00195605636152003	0.0621075387391652	0.877156818026279	0.686561432994454	0.378031383778757	0.708706747044953
HG02769	hap2	0.607375815528078	0.903857740841995	0.336151814155422	0.346417812609958	0.197274943573327	0.0822069229125697
HG02769	hap1	0.196530076554013	0.903857740841995	0.203748061505978	0.346417812609958	0.0352909414178345	0.708706747044953
NA19240	hap1	0.929915090835676	0.104386871556386	0.877156818026279	0.686561432994454	0.0896627762984529	0.708706747044953
NA19240	hap2	0.196530076554013	0.903857740841995	0.203748061505978	0.346417812609958	0.732391875120309	0.152888913935857
HG03456	hap2	0.196530076554013	0.104386871556386	0.203748061505978	0.0803581189015305	0.197274943573327	0.708706747044953
HG03456	hap1	0.929915090835676	0.903857740841995	0.203748061505978	0.686561432994454	0.94747382825216	0.708706747044953
NA18534	hap1	0.607375815528078	0.0621075387391652	0.336151814155422	0.686561432994454	0.635710732662755	0.708706747044953
NA18534	hap2	0.929915090835676	0.903857740841995	0.336151814155422	0.346417812609958	0.732391875120309	0.495103469420868
NA21487	hap2	0.490366363907725	0.903857740841995	0.203748061505978	0.686561432994454	0.197274943573327	0.708706747044953
NA21487	hap1	0.264594476193992	0.903857740841995	0.203748061505978	0.686561432994454	0.197274943573327	0.708706747044953
HG01505	hap1	0.264594476193992	0.903857740841995	0.877156818026279	0.0803581189015305	0.635710732662755	0.708706747044953
HG01505	hap2	0.607375815528078	0.903857740841995	0.877156818026279	0.0803581189015305	0.732391875120309	0.495103469420868
HG01596	hap1	0.490366363907725	0.903857740841995	0.877156818026279	0.346417812609958	0.732391875120309	0.495103469420868
HG01596	hap2	0.264594476193992	0.903857740841995	0.877156818026279	0.686561432994454	0.94747382825216	0.708706747044953
NA19705	hap2	0.0583212585611183	0.104386871556386	0.336151814155422	0.346417812609958	0.197274943573327	0.152888913935857
NA19705	hap1	0.607375815528078	0.903857740841995	0.877156818026279	0.346417812609958	0.197274943573327	0.00520878710677143
HG00731	hap1	0.196530076554013	0.903857740841995	0.877156818026279	0.0803581189015305	0.94747382825216	0.495103469420868
HG00731	hap2	0.0859112175753565	0.104386871556386	0.877156818026279	0.346417812609958	0.378031383778757	0.708706747044953
HG02953	hap1	0.607375815528078	0.104386871556386	0.336151814155422	0.346417812609958	0.635710732662755	0.708706747044953
HG02953	hap2	0.490366363907725	0.903857740841995	0.877156818026279	0.346417812609958	0.94747382825216	0.495103469420868
NA18989	hap2	0.929915090835676	0.104386871556386	0.336151814155422	0.346417812609958	0.0896627762984529	0.495103469420868
NA18989	hap1	0.264594476193992	0.0621075387391652	0.203748061505978	0.346417812609958	0.0484676126401047	0.708706747044953
HG04217	hap2	0.264594476193992	0.104386871556386	0.336151814155422	0.346417812609958	0.635710732662755	0.708706747044953
HG04217	hap1	0.607375815528078	0.104386871556386	0.336151814155422	0.346417812609958	0.453392937675049	0.708706747044953
HG02018	hap1	0.264594476193992	0.903857740841995	0.336151814155422	0.346417812609958	0.453392937675049	0.495103469420868
HG02018	hap2	0.607375815528078	0.903857740841995	0.877156818026279	0.346417812609958	0.247029162500494	0.708706747044953
HG03009	hap1	0.0859112175753565	0.903857740841995	0.336151814155422	0.686561432994454	0.732391875120309	0.495103469420868
HG03009	hap2	0.264594476193992	0.903857740841995	0.877156818026279	0.686561432994454	0.94747382825216	0.495103469420868
HG00514	hap2	0.490366363907725	0.903857740841995	0.0376939312518627	0.346417812609958	0.732391875120309	0.495103469420868
HG00514	hap1	0.929915090835676	0.903857740841995	0.336151814155422	0.686561432994454	0.635710732662755	0.708706747044953
HG03520	hap1	0.490366363907725	0.903857740841995	0.877156818026279	0.686561432994454	0.732391875120309	0.708706747044953
HG03520	hap2	0.196530076554013	0.903857740841995	0.336151814155422	0.686561432994454	0.117484363520414	0.0822069229125697
NA19347	hap2	0.196530076554013	0.0621075387391652	0.203748061505978	0.0803581189015305	0.453392937675049	0.152888913935857
NA19347	hap1	0.607375815528078	0.903857740841995	0.877156818026279	0.346417812609958	0.635710732662755	0.152888913935857
HG00171	hap1	0.264594476193992	0.903857740841995	0.0376939312518627	0.686561432994454	0.0484676126401047	0.708706747044953
HG00171	hap2	0.607375815528078	0.903857740841995	0.877156818026279	0.0803581189015305	0.117484363520414	0.495103469420868
HG02106	hap2	0.490366363907725	0.0621075387391652	0.0376939312518627	0.686561432994454	0.635710732662755	0.708706747044953
HG02106	hap1	0.490366363907725	0.903857740841995	0.877156818026279	0.0222164706764312	0.453392937675049	0.708706747044953
NA19129	hap2	0.607375815528078	0.0621075387391652	0.877156818026279	0.346417812609958	0.247029162500494	0.152888913935857
NA19129	hap1	0.0583212585611183	0.104386871556386	0.877156818026279	0.346417812609958	0.94747382825216	0.708706747044953
NA19036	hap2	0.264594476193992	0.903857740841995	0.877156818026279	0.686561432994454	0.732391875120309	0.152888913935857
NA19036	hap1	0.490366363907725	0.903857740841995	0.877156818026279	0.686561432994454	0.94747382825216	0.152888913935857
NA19239	hap2	0.929915090835676	0.104386871556386	0.877156818026279	0.686561432994454	0.453392937675049	0.708706747044953
NA19239	hap1	0.196530076554013	0.903857740841995	0.877156818026279	0.346417812609958	0.0352909414178345	0.708706747044953
NA20355	hap1	0.929915090835676	0.903857740841995	0.877156818026279	0.686561432994454	0.378031383778757	0.152888913935857
NA20355	hap2	0.929915090835676	0.903857740841995	0.877156818026279	0.0803581189015305	0.94747382825216	0.495103469420868
HG03807	hap2	0.490366363907725	0.0621075387391652	0.877156818026279	0.346417812609958	0.378031383778757	0.495103469420868
HG03807	hap1	0.607375815528078	0.903857740841995	0.336151814155422	0.0803581189015305	0.247029162500494	0.708706747044953
NA19384	hap2	0.0583212585611183	0.903857740841995	0.336151814155422	0.686561432994454	0.0896627762984529	0.0822069229125697
NA19384	hap1	0.929915090835676	0.903857740841995	0.336151814155422	0.686561432994454	0.378031383778757	0.495103469420868
HG01890	hap2	0.196530076554013	0.903857740841995	0.203748061505978	0.686561432994454	0.197274943573327	0.495103469420868
HG01890	hap1	0.607375815528078	0.903857740841995	0.203748061505978	0.346417812609958	0.635710732662755	0.708706747044953
HG01573	hap1	0.264594476193992	0.903857740841995	0.0376939312518627	0.686561432994454	0.94747382825216	0.495103469420868
HG01573	hap2	0.264594476193992	0.104386871556386	0.877156818026279	0.686561432994454	0.732391875120309	0.708706747044953
NA19238	hap1	0.929915090835676	0.903857740841995	0.203748061505978	0.346417812609958	0.453392937675049	0.152888913935857
NA19238	hap2	0.929915090835676	0.903857740841995	0.203748061505978	0.346417812609958	0.378031383778757	0.708706747044953
HG00096	hap1	0.929915090835676	0.104386871556386	0.203748061505978	0.686561432994454	0.635710732662755	0.708706747044953
HG00096	hap2	0.264594476193992	0.903857740841995	0.877156818026279	0.346417812609958	0.635710732662755	0.708706747044953
HG00268	hap1	0.264594476193992	0.903857740841995	0.877156818026279	0.0803581189015305	0.732391875120309	0.708706747044953
HG00268	hap2	0.490366363907725	0.104386871556386	0.877156818026279	0.686561432994454	0.117484363520414	0.708706747044953
HG02282	hap2	0.929915090835676	0.104386871556386	0.203748061505978	0.686561432994454	0.732391875120309	0.708706747044953
HG02282	hap1	0.490366363907725	0.903857740841995	0.877156818026279	0.346417812609958	0.0484676126401047	0.708706747044953
NA20509	hap1	0.490366363907725	0.903857740841995	0.0376939312518627	0.0803581189015305	0.453392937675049	0.708706747044953
NA20509	hap2	0.264594476193992	0.903857740841995	0.203748061505978	0.686561432994454	0.94747382825216	0.708706747044953
HG02554	hap2	0.607375815528078	0.903857740841995	0.877156818026279	0.686561432994454	0.197274943573327	0.495103469420868
HG02554	hap1	0.264594476193992	0.903857740841995	0.0376939312518627	0.686561432994454	0.635710732662755	0.708706747044953
NA19836	hap1	0.607375815528078	0.903857740841995	0.336151814155422	0.346417812609958	0.635710732662755	0.708706747044953
NA19836	hap2	0.929915090835676	0.903857740841995	0.203748061505978	0.346417812609958	0.94747382825216	0.708706747044953
HG02059	hap1	0.929915090835676	0.0621075387391652	0.336151814155422	0.686561432994454	0.0484676126401047	0.495103469420868
HG02059	hap2	0.929915090835676	0.903857740841995	0.336151814155422	0.0803581189015305	0.453392937675049	0.152888913935857
HG01457	hap2	0.607375815528078	0.903857740841995	0.336151814155422	0.686561432994454	0.94747382825216	0.708706747044953
HG01457	hap1	0.607375815528078	0.903857740841995	0.877156818026279	0.686561432994454	0.94747382825216	0.708706747044953
